DISTRICT NUMBER,DISTRICT NAME,YEAR,REPORT_CHARTER_STATUS,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,2018-2019 ADA,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,Charter Dummy,Traditional Dummy,Percent Asian,Percent Black,Percent Hispanic,Percent White,Percent Minority,Percent Econ. Disadvantaged,Percent LEP,Percent SPED
212801,CUMBERLAND ACADEMY,2019,Open Enrollment Charter,0,17612098,944223,0,0,-11711,0,18544610,18544610,1823.81,70,258,533,75,1004,6,3,1949,1945,818,42.1,149,7.7,146,7.5,1,0,0.03591585428424833,0.13237557721908672,0.27347357619291945,0.5151359671626475,0.48486403283735247,0.4205655526992288,0.07660668380462725,0.07506426735218509
212804,UT TYLER UNIVERSITY ACADEMY,2019,Open Enrollment Charter,0,6779404,4493,0,0,0,0,6783897,6783897,713.792,22,45,93,40,528,9,1,738,738,154,20.9,13,1.8,49,6.6,1,0,0.02981029810298103,0.06097560975609756,0.12601626016260162,0.7154471544715447,0.2845528455284553,0.2086720867208672,0.017615176151761516,0.06639566395663957
212901,ARP ISD,2019,Traditional ISD/CSD,3917270,4334235,732786,1003950,37203,60395,0,10085839,10085839,807.549,7,125,101,47,587,2,0,869,866,482,55.7,27,3.1,78,9,0,1,0.00805523590333717,0.14384349827387802,0.11622554660529344,0.6754890678941312,0.3245109321058688,0.5565819861431871,0.03117782909930716,0.09006928406466513
212902,BULLARD ISD,2019,Traditional ISD/CSD,12488854,9152828,1703036,4953876,134394,45000,0,28477988,28477988,2427.6130000000003,11,98,180,65,2224,8,1,2587,2580,872,33.8,64,2.5,274,10.6,0,1,0.004252029377657518,0.03788171627367607,0.06957866254348666,0.8596830305373019,0.14031696946269812,0.33798449612403103,0.024806201550387597,0.1062015503875969
212903,LINDALE ISD,2019,Traditional ISD/CSD,15614240,17140090,1589613,4572124,132287,1531061,27797530,40579415,68376945,3873.049,50,212,704,186,2942,19,2,4115,4111,1824,44.4,161,3.9,421,10.2,0,1,0.012150668286755772,0.05151883353584447,0.17108140947752126,0.7149453219927095,0.2850546780072904,0.44368766723424957,0.03916322062758453,0.1024081731938701
212904,TROUP ISD,2019,Traditional ISD/CSD,4562645,6024806,563515,470736,43430,0,0,11665132,11665132,1036.387,6,119,140,32,800,4,1,1102,1101,608,55.2,48,4.4,78,7.1,0,1,0.0054446460980036296,0.10798548094373865,0.12704174228675136,0.7259528130671506,0.27404718693284935,0.5522252497729337,0.043596730245231606,0.07084468664850137
212905,TYLER ISD,2019,Traditional ISD/CSD,94848220,50014236,6454614,33605486,543712,2836496,0,188302764,188302764,16777.008,248,5018,8489,481,3849,40,5,18130,18099,13588,75.1,3997,22.1,1440,8,0,1,0.013678985107556536,0.2767788196359625,0.46822945394373966,0.21230005515719802,0.787699944842802,0.750759710481242,0.22084093043814576,0.07956240676280457
212906,WHITEHOUSE ISD,2019,Traditional ISD/CSD,21922565,15339239,1607591,7346637,63450,26104,0,46305586,46305586,4512.85,160,605,687,227,3133,16,3,4831,4827,2190,45.4,180,3.7,500,10.4,0,1,0.033119436969571515,0.1252328710411923,0.1422065824880977,0.6485199751604223,0.35148002483957774,0.4536979490366687,0.037290242386575516,0.10358400662937642
212909,CHAPEL HILL ISD,2019,Traditional ISD/CSD,14429689,17352920,1076110,1454998,44783,47904,0,34406404,34406404,3258.9900000000002,30,598,1703,138,1063,2,2,3536,3533,2847,80.6,792,22.4,385,10.9,0,1,0.008484162895927601,0.16911764705882354,0.48161764705882354,0.30062217194570134,0.6993778280542986,0.8058307387489386,0.22417209170676478,0.10897254457967732
212910,WINONA ISD,2019,Traditional ISD/CSD,4662959,5333111,335228,1839903,46245,2000,0,12219446,12219446,968.126,5,204,353,20,514,2,0,1098,1098,758,69,140,12.8,135,12.3,0,1,0.004553734061930784,0.18579234972677597,0.3214936247723133,0.4681238615664845,0.5318761384335154,0.6903460837887068,0.12750455373406194,0.12295081967213115
213801,BRAZOS RIVER CHARTER SCHOOL,2019,Open Enrollment Charter,0,2320888,92789,0,0,0,0,2413677,2413677,209.82500000000002,2,29,49,12,145,1,0,238,238,150,63,0,0,38,16,1,0,0.008403361344537815,0.12184873949579832,0.20588235294117646,0.6092436974789915,0.3907563025210084,0.6302521008403361,0,0.15966386554621848
213901,GLEN ROSE ISD,2019,Traditional ISD/CSD,17408129,1361249,2330064,2295299,18641,36352,0,23449734,23449734,1763.556,26,12,544,52,1209,14,0,1857,1851,770,41.6,176,9.5,133,7.2,0,1,0.014001077005923533,0.006462035541195477,0.2929456112008616,0.6510500807754442,0.34894991922455576,0.4159913560237709,0.09508373851971907,0.07185305240410589
214901,RIO GRANDE CITY CISD,2019,Traditional ISD/CSD,12280146,78241876,1706204,4140500,3774720,13831625,789599,113975071,114764670,9486.647,16,1,10155,1,11,0,0,10184,10133,9122,90,7270,71.7,1009,10,0,1,0.0015710919088766694,9.819324430479184e-5,0.997152395915161,0.00108012568735271,0.9989198743126473,0.9002269811506958,0.7174578111122076,0.09957564393565578
214902,SAN ISIDRO ISD,2019,Traditional ISD/CSD,2188761,813674,103629,210074,0,64270,0,3380408,3380408,207.363,0,0,220,0,3,0,0,223,223,179,80.3,31,13.9,37,16.6,0,1,0,0,0.9865470852017937,0.013452914798206279,0.9865470852017937,0.8026905829596412,0.13901345291479822,0.16591928251121077
214903,ROMA ISD,2019,Traditional ISD/CSD,5407781,49454223,1767785,1900392,4343174,329500,0,63202855,63202855,5753.229,0,0,6224,0,14,0,0,6238,6214,5405,87,4595,73.9,434,7,0,1,0,0,0.997755690926579,0.0022443090734209684,0.997755690926579,0.8698101062117799,0.7394592854843901,0.06984229159961378
215901,BRECKENRIDGE ISD,2019,Traditional ISD/CSD,5941297,7397342,502246,30469,23027,4780,74075,13899161,13973236,1344.46,8,17,493,24,917,22,0,1481,1478,925,62.6,119,8.1,161,10.9,0,1,0.0054017555705604325,0.011478730587440918,0.3328831870357866,0.6191762322754896,0.3808237677245105,0.6258457374830853,0.08051420838971583,0.10893098782138025
216901,STERLING CITY ISD,2019,Traditional ISD/CSD,3137401,5521805,218595,1016765,1001257,41755,0,10937578,10937578,304.91299999999995,0,3,144,5,175,0,0,327,322,140,43.5,24,7.5,46,14.3,0,1,0,0.009174311926605505,0.44036697247706424,0.5351681957186545,0.4648318042813456,0.43478260869565216,0.07453416149068323,0.14285714285714285
217901,ASPERMONT ISD,2019,Traditional ISD/CSD,1738599,798628,187292,619965,9898,42294,0,3396676,3396676,200.538,7,4,63,4,146,0,0,224,224,101,45.1,4,1.8,20,8.9,0,1,0.03125,0.017857142857142856,0.28125,0.6517857142857143,0.3482142857142857,0.45089285714285715,0.017857142857142856,0.08928571428571429
218901,SONORA ISD,2019,Traditional ISD/CSD,5499873,3619091,897112,0,0,38313,0,10054389,10054389,740.502,1,0,581,6,220,0,0,808,802,471,58.7,108,13.5,74,9.2,0,1,0.0012376237623762376,0,0.719059405940594,0.2722772277227723,0.7277227722772277,0.587281795511222,0.13466334164588528,0.09226932668329177
219901,HAPPY ISD,2019,Traditional ISD/CSD,814371,2034636,137720,0,0,6749,0,2993476,2993476,242.51299999999998,0,4,46,5,204,0,0,259,258,104,40.3,13,5,24,9.3,0,1,0,0.015444015444015444,0.1776061776061776,0.7876447876447876,0.21235521235521235,0.40310077519379844,0.050387596899224806,0.09302325581395349
219903,TULIA ISD,2019,Traditional ISD/CSD,1760416,9684555,957610,391367,0,105705,0,12899653,12899653,980.616,1,106,697,14,271,3,2,1094,1090,869,79.7,82,7.5,109,10,0,1,9.140767824497258e-4,0.09689213893967093,0.6371115173674589,0.2477148080438757,0.7522851919561243,0.7972477064220184,0.07522935779816514,0.1
219905,KRESS ISD,2019,Traditional ISD/CSD,1041916,1631851,68779,223030,3855,17016,0,2986447,2986447,239.805,0,16,140,0,95,0,5,256,255,176,69,16,6.3,19,7.5,0,1,0,0.0625,0.546875,0.37109375,0.62890625,0.6901960784313725,0.06274509803921569,0.07450980392156863
220801,TREETOPS SCHOOL INTERNATIONAL,2019,Open Enrollment Charter,0,3089352,58752,0,0,0,0,3148104,3148104,367.441,21,35,80,31,220,1,3,391,391,74,18.9,2,0.5,20,5.1,1,0,0.05370843989769821,0.08951406649616368,0.20460358056265984,0.5626598465473146,0.4373401534526854,0.18925831202046037,0.005115089514066497,0.05115089514066496
220802,ARLINGTON CLASSICS ACADEMY,2019,Open Enrollment Charter,0,12880866,964485,0,0,0,0,13845351,13845351,1505.816,187,332,309,84,633,3,2,1550,1550,311,20.1,93,6,57,3.7,1,0,0.12064516129032259,0.21419354838709678,0.1993548387096774,0.40838709677419355,0.5916129032258064,0.2006451612903226,0.06,0.036774193548387096
220809,FORT WORTH ACADEMY OF FINE ARTS,2019,Open Enrollment Charter,0,4787511,126419,0,0,0,0,4913930,4913930,551.282,18,61,114,34,350,0,0,577,576,51,8.9,8,1.4,27,4.7,1,0,0.03119584055459272,0.10571923743500866,0.1975736568457539,0.6065857885615251,0.3934142114384749,0.08854166666666667,0.013888888888888888,0.046875
220810,WESTLAKE ACADEMY CHARTER SCHOOL,2019,Open Enrollment Charter,0,6972910,1903725,0,0,90000,0,8966635,8966635,847.796,140,44,115,51,526,3,0,879,879,19,2.2,10,1.1,34,3.9,1,0,0.15927189988623436,0.05005688282138794,0.13083048919226395,0.5984072810011376,0.40159271899886234,0.02161547212741752,0.011376564277588168,0.038680318543799774
220811,EAST FORT WORTH MONTESSORI ACADEMY,2019,Open Enrollment Charter,0,2531762,213749,0,0,0,0,2745511,2745511,250.068,10,147,117,6,22,0,0,302,302,225,74.5,85,28.1,11,3.6,1,0,0.033112582781456956,0.4867549668874172,0.38741721854304634,0.0728476821192053,0.9271523178807947,0.7450331125827815,0.2814569536423841,0.03642384105960265
220814,TEXAS SCHOOL OF THE ARTS,2019,Open Enrollment Charter,0,2749872,105625,0,0,0,0,2855497,2855497,317.601,13,81,94,26,117,1,0,332,332,5,1.5,35,10.5,17,5.1,1,0,0.0391566265060241,0.24397590361445784,0.28313253012048195,0.35240963855421686,0.6475903614457831,0.015060240963855422,0.10542168674698796,0.05120481927710843
220815,CHAPEL HILL ACADEMY,2019,Open Enrollment Charter,0,5510148,412178,0,0,0,0,5922326,5922326,589.8,12,368,159,41,63,3,1,647,647,418,64.6,38,5.9,48,7.4,1,0,0.01854714064914992,0.5687789799072643,0.24574961360123648,0.0973724884080371,0.9026275115919629,0.6460587326120556,0.05873261205564142,0.07418856259659969
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,2019,Open Enrollment Charter,0,26018036,260701,0,0,0,0,26278737,26278737,2768.63,105,1155,894,130,710,6,5,3005,3005,1382,46,467,15.5,172,5.7,1,0,0.03494176372712146,0.3843594009983361,0.29750415973377703,0.23627287853577372,0.7637271214642263,0.4599001663893511,0.15540765391014974,0.05723793677204659
220819,HIGH POINT ACADEMY,2019,Open Enrollment Charter,0,11735832,390804,0,0,0,0,12126636,12126636,1324.839,40,199,343,89,721,5,4,1401,1401,359,25.6,75,5.4,114,8.1,1,0,0.028551034975017844,0.14204139900071378,0.244825124910778,0.5146324054246967,0.4853675945753034,0.25624553890078516,0.05353319057815846,0.08137044967880086
220901,ARLINGTON ISD,2019,Traditional ISD/CSD,286463214,186219241,19014894,91939883,1545106,310,3844,585182648,585186492,54759.05,3595,14883,27878,1673,11519,241,111,59900,59783,43504,72.8,16800,28.1,5287,8.8,0,1,0.06001669449081803,0.24846410684474124,0.46540901502504173,0.19230383973288814,0.8076961602671119,0.7276985096097552,0.28101634243848583,0.08843651205192112
220902,BIRDVILLE ISD,2019,Traditional ISD/CSD,102615523,86349838,13118604,41238842,1074164,43807,3461119,244440778,247901897,21959.523,1157,2088,10101,811,9247,123,87,23614,23518,13741,58.4,5024,21.4,2313,9.8,0,1,0.0489963580926569,0.08842212246972135,0.4277547217752181,0.3915897349030236,0.6084102650969764,0.5842758737987924,0.21362360744961306,0.09835019984692576
220904,EVERMAN ISD,2019,Traditional ISD/CSD,16001105,38642929,1141307,4464589,2661091,800000,0,63711021,63711021,5660.351000000001,41,2283,3485,103,238,12,12,6174,6166,5633,91.4,1782,28.9,535,8.7,0,1,0.006640751538710722,0.36977648202137997,0.5644638807904114,0.03854875283446712,0.9614512471655329,0.9135582225105416,0.28900421667207266,0.08676613687966267
220905,FORT WORTH ISD,2019,Traditional ISD/CSD,378974397,320565484,27757058,105287041,1936825,47229682,0,881750487,881750487,76830.584,1509,18647,53290,1372,9515,114,63,84510,84332,72355,85.8,27662,32.8,7628,9,0,1,0.017855875044373446,0.22064844397112768,0.6305762631641226,0.11259022600875636,0.8874097739912437,0.8579779917469051,0.3280130911160651,0.09045202295688469
220906,GRAPEVINE-COLLEYVILLE ISD,2019,Traditional ISD/CSD,95156498,11480148,22943239,56036252,374949,174612,0,186165698,186165698,13117.797,1391,814,3332,751,7574,57,22,13941,13885,3436,24.7,1316,9.5,1148,8.3,0,1,0.0997776343160462,0.05838892475432179,0.23900724481744495,0.5432895775052005,0.45671042249479954,0.24746128916096508,0.09477853799063737,0.08267915016204537
220907,KELLER ISD,2019,Traditional ISD/CSD,209853079,76934354,18489621,62570049,1422820,0,17792595,369269923,387062518,33233.836,2792,2872,7249,1313,20596,190,76,35088,34999,9678,27.7,3084,8.8,3564,10.2,0,1,0.07957136342909257,0.08185134518923849,0.20659484724122207,0.5869813041495668,0.4130186958504332,0.2765221863481814,0.0881168033372382,0.10183148089945428
220908,MANSFIELD ISD,2019,Traditional ISD/CSD,141595997,132137429,20602499,68968824,1413958,419209,0,365137916,365137916,33399.572,2620,10603,9112,1687,11114,115,42,35293,35198,15236,43.3,3605,10.2,3209,9.1,0,1,0.07423568412999745,0.30042784688181795,0.2581815090811209,0.31490663871022584,0.6850933612897742,0.4328655037218024,0.1024205920790954,0.09116995283822944
220910,LAKE WORTH ISD,2019,Traditional ISD/CSD,11592771,19700567,1206117,4992889,1040808,450465,0,38983617,38983617,3087.963,33,601,1949,97,658,25,8,3371,3367,2723,80.9,679,20.2,327,9.7,0,1,0.009789380005932958,0.1782853752595669,0.5781667161079799,0.19519430436072382,0.8048056956392762,0.8087318087318087,0.20166320166320167,0.09711909711909712
220912,CROWLEY ISD,2019,Traditional ISD/CSD,72552236,55850105,6188310,31735757,688499,2012226,0,169027133,169027133,14387.694000000001,697,7032,5061,599,2238,68,33,15728,15686,10687,68.1,2572,16.4,1540,9.8,0,1,0.04431586978636826,0.4471007121057986,0.32178280773143436,0.142293997965412,0.857706002034588,0.6813081728930256,0.16396786943771516,0.09817671809256662
220914,KENNEDALE ISD,2019,Traditional ISD/CSD,16387851,10603212,1831613,3991387,122942,0,0,32937005,32937005,2897.749,120,755,744,147,1290,11,7,3074,3068,1363,44.4,253,8.2,250,8.1,0,1,0.03903708523096942,0.24560832791151593,0.2420299284320104,0.4196486662329213,0.5803513337670787,0.4442633637548892,0.08246414602346806,0.08148631029986962
220915,AZLE ISD,2019,Traditional ISD/CSD,32559410,23719575,2480993,4576043,138849,0,5028027,63474870,68502897,6156.121000000001,31,69,1494,218,4736,29,1,6578,6567,2999,45.7,342,5.2,637,9.7,0,1,0.004712678625722104,0.01048951048951049,0.22712070538157494,0.7199756764974157,0.2800243235025844,0.4566773260240597,0.05207857469164002,0.09700015227653419
220916,HURST-EULESS-BEDFORD ISD,2019,Traditional ISD/CSD,138271340,51815383,12002958,31563525,682929,1556025,0,235892160,235892160,22294.303,1751,4756,7218,1284,8000,96,581,23686,23624,13248,56.1,3640,15.4,2292,9.7,0,1,0.07392552562695263,0.20079371780798785,0.3047369754285232,0.33775225871823017,0.6622477412817698,0.5607856417202844,0.15408059600406365,0.09701997968167965
220917,CASTLEBERRY ISD,2019,Traditional ISD/CSD,8486429,26054733,2003932,1648226,1697881,1718,0,39892919,39892919,3472.8830000000003,15,56,3048,52,605,6,1,3783,3780,3124,82.6,1235,32.7,366,9.7,0,1,0.003965107057890563,0.014803066349458101,0.8057097541633624,0.1599259846682527,0.8400740153317473,0.8264550264550264,0.32671957671957674,0.09682539682539683
220918,EAGLE MT-SAGINAW ISD,2019,Traditional ISD/CSD,107990904,65335509,9045375,34783636,836885,47765,59194503,218040074,277234577,18915.798000000003,884,2382,7724,846,8074,84,60,20054,19994,8867,44.3,2160,10.8,1845,9.2,0,1,0.04408098135035404,0.11877929590106712,0.3851600678168944,0.4026129450483694,0.5973870549516306,0.44348304491347407,0.10803240972291688,0.0922776833049915
220919,CARROLL ISD,2019,Traditional ISD/CSD,57828076,8582803,17335387,30008711,177714,50250,13311005,113982941,127293946,7915.916,1494,167,829,425,5426,19,6,8366,8344,107,1.3,208,2.5,621,7.4,0,1,0.1785799665311977,0.01996174994023428,0.09909156108056419,0.6485775759024623,0.35142242409753766,0.01282358581016299,0.024928092042186004,0.07442473633748801
220920,WHITE SETTLEMENT ISD,2019,Traditional ISD/CSD,20807057,32181753,4039682,9834406,2354681,758034,0,69975613,69975613,6353.297,89,630,2834,314,2936,29,10,6842,6836,3919,57.3,820,12,647,9.5,0,1,0.013007892429114295,0.0920783396667641,0.41420637240572933,0.42911429406606255,0.5708857059339374,0.573288472791106,0.11995318899941486,0.0946459918080749
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,2019,Open Enrollment Charter,0,105737295,3721505,0,0,0,0,109458800,109458800,11465.715,818,1918,3654,545,5114,51,16,12116,12116,4611,38.1,1331,11,868,7.2,1,0,0.06751403103334434,0.15830307032023772,0.3015846814130076,0.4220864971937933,0.5779135028062067,0.3805711455926048,0.10985473753714096,0.07164080554638494
221901,ABILENE ISD,2019,Traditional ISD/CSD,48892126,73486234,5453296,7688451,1772755,29129,937894,137321991,138259885,15067.673,297,2263,7341,723,5939,57,25,16645,16484,11409,69.2,969,5.9,2114,12.8,0,1,0.017843196155001503,0.13595674376689695,0.44103334334635025,0.35680384499849804,0.643196155001502,0.6921256976462024,0.05878427566124727,0.1282455714632371
221904,MERKEL ISD,2019,Traditional ISD/CSD,4666330,6374192,277511,1007867,26719,105212,0,12457831,12457831,1025.227,0,15,305,38,778,3,1,1140,1137,694,61,24,2.1,167,14.7,0,1,0,0.013157894736842105,0.2675438596491228,0.6824561403508772,0.3175438596491228,0.6103781882145998,0.021108179419525065,0.1468777484608619
221905,TRENT ISD,2019,Traditional ISD/CSD,1577890,308704,249383,415969,3487,41144,0,2596577,2596577,150.46800000000002,1,1,17,0,148,0,4,171,171,109,63.7,0,0,23,13.5,0,1,0.005847953216374269,0.005847953216374269,0.09941520467836257,0.8654970760233918,0.13450292397660818,0.6374269005847953,0,0.13450292397660818
221911,JIM NED CISD,2019,Traditional ISD/CSD,4516456,7188549,2572791,710846,17575,126670,0,15132887,15132887,1191.3809999999999,2,8,140,23,1077,4,0,1254,1250,294,23.5,1,0.1,135,10.8,0,1,0.001594896331738437,0.006379585326953748,0.11164274322169059,0.8588516746411483,0.14114832535885166,0.2352,8e-4,0.108
221912,WYLIE ISD,2019,Traditional ISD/CSD,21098329,11122565,2552472,4909864,47771,638537,0,40369538,40369538,4322.496,118,196,890,179,3189,16,12,4600,4586,943,20.6,77,1.7,320,7,0,1,0.025652173913043478,0.042608695652173914,0.1934782608695652,0.6932608695652174,0.3067391304347826,0.20562581770606192,0.016790231138246837,0.06977758395115569
222901,TERRELL COUNTY ISD,2019,Traditional ISD/CSD,1517866,250020,471560,1076259,9304,0,0,3325009,3325009,112.38799999999999,3,2,70,3,43,0,0,121,121,60,49.6,4,3.3,14,11.6,0,1,0.024793388429752067,0.01652892561983471,0.5785123966942148,0.35537190082644626,0.6446280991735537,0.49586776859504134,0.03305785123966942,0.11570247933884298
223901,BROWNFIELD ISD,2019,Traditional ISD/CSD,7404080,8723726,455448,914919,10743,0,0,17508916,17508916,1547.468,5,59,1292,26,343,5,0,1730,1725,1393,80.8,134,7.8,149,8.6,0,1,0.002890173410404624,0.03410404624277456,0.7468208092485549,0.19826589595375724,0.8017341040462428,0.807536231884058,0.07768115942028986,0.08637681159420289
223902,MEADOW ISD,2019,Traditional ISD/CSD,639116,2650977,126862,35057,58698,14335,0,3525045,3525045,262.615,0,1,204,4,79,1,0,289,289,222,76.8,18,6.2,32,11.1,0,1,0,0.0034602076124567475,0.7058823529411765,0.27335640138408307,0.726643598615917,0.7681660899653979,0.06228373702422145,0.11072664359861592
223904,WELLMAN-UNION CISD,2019,Traditional ISD/CSD,2336777,1213585,372155,1112161,2807,19397,0,5056882,5056882,299.337,0,2,150,5,178,0,0,335,335,181,54,37,11,16,4.8,0,1,0,0.005970149253731343,0.44776119402985076,0.5313432835820896,0.46865671641791046,0.5402985074626866,0.11044776119402985,0.04776119402985075
224901,THROCKMORTON COLLEGIATE ISD,2019,Traditional ISD/CSD,1487278,415316,244675,0,0,235428,0,2382697,2382697,135.098,0,3,25,1,118,0,0,147,147,101,68.7,0,0,9,6.1,0,1,0,0.02040816326530612,0.17006802721088435,0.8027210884353742,0.19727891156462585,0.6870748299319728,0,0.061224489795918366
224902,WOODSON ISD,2019,Traditional ISD/CSD,454110,1698196,72298,0,0,15062,0,2239666,2239666,132.27899999999997,0,0,29,1,114,0,0,144,144,89,61.8,0,0,19,13.2,0,1,0,0,0.2013888888888889,0.7916666666666666,0.20833333333333334,0.6180555555555556,0,0.13194444444444445
225902,MOUNT PLEASANT ISD,2019,Traditional ISD/CSD,17927564,28157706,5680699,3041521,567234,0,126980,55374724,55501704,4865.138,41,615,3739,99,886,10,4,5394,5379,4241,78.8,2355,43.8,604,11.2,0,1,0.007601038190582128,0.11401557285873193,0.6931776047460141,0.164256581386726,0.8357434186132741,0.7884365123628927,0.437813720022309,0.11228852946644358
225906,CHAPEL HILL ISD,2019,Traditional ISD/CSD,1572908,8189852,845094,4385,145479,22676,0,10780394,10780394,962.9669999999999,9,27,393,22,582,3,0,1036,1034,493,47.7,161,15.6,101,9.8,0,1,0.008687258687258687,0.026061776061776062,0.37934362934362936,0.5617760617760618,0.43822393822393824,0.47678916827852996,0.15570599613152805,0.097678916827853
225907,HARTS BLUFF ISD,2019,Traditional ISD/CSD,1639537,4209836,216274,0,0,3504,0,6069151,6069151,604.381,1,10,320,7,295,0,0,633,633,419,66.2,218,34.4,39,6.2,0,1,0.001579778830963665,0.01579778830963665,0.5055292259083728,0.4660347551342812,0.5339652448657188,0.6619273301737757,0.344391785150079,0.061611374407582936
226801,TEXAS LEADERSHIP,2019,Open Enrollment Charter,0,24770130,1306469,0,0,0,0,26076599,26076599,2657.063,34,331,1422,101,895,7,3,2793,2793,1417,50.7,120,4.3,231,8.3,1,0,0.01217329036877909,0.11851056211958468,0.5091299677765844,0.32044396706050843,0.6795560329394916,0.5073397780164698,0.04296455424274973,0.08270676691729323
226901,CHRISTOVAL ISD,2019,Traditional ISD/CSD,2798261,3204450,458862,134873,2995,0,0,6599441,6599441,501.90599999999995,1,0,122,15,405,6,1,550,549,177,32.2,0,0,54,9.8,0,1,0.0018181818181818182,0,0.22181818181818183,0.7363636363636363,0.2636363636363636,0.3224043715846995,0,0.09836065573770492
226903,SAN ANGELO ISD,2019,Traditional ISD/CSD,52831163,51959886,5386253,8760006,6620,942564,0,119886492,119886492,13489.944000000001,191,580,9029,319,4889,55,17,15080,14520,8094,55.7,713,4.9,1512,10.4,0,1,0.0126657824933687,0.038461538461538464,0.5987400530503979,0.32420424403183024,0.6757957559681698,0.5574380165289257,0.04910468319559229,0.10413223140495868
226905,WATER VALLEY ISD,2019,Traditional ISD/CSD,1798749,2453026,357166,234466,6937,0,0,4850344,4850344,309.573,1,7,78,17,233,0,0,336,336,183,54.5,5,1.5,45,13.4,0,1,0.002976190476190476,0.020833333333333332,0.23214285714285715,0.6934523809523809,0.30654761904761907,0.5446428571428571,0.01488095238095238,0.13392857142857142
226906,WALL ISD,2019,Traditional ISD/CSD,4534663,7431688,645162,1265134,0,5370,0,13882017,13882017,1147.919,4,2,238,12,921,1,1,1179,1175,185,15.7,19,1.6,79,6.7,0,1,0.0033927056827820186,0.0016963528413910093,0.2018659881255301,0.7811704834605598,0.21882951653944022,0.1574468085106383,0.016170212765957447,0.06723404255319149
226907,GRAPE CREEK ISD,2019,Traditional ISD/CSD,3502729,8206729,455310,639575,190088,2117,5020,12996548,13001568,1077.939,3,10,530,29,598,2,0,1172,1171,743,63.5,64,5.5,182,15.5,0,1,0.002559726962457338,0.008532423208191127,0.4522184300341297,0.5102389078498294,0.48976109215017066,0.6345004269854825,0.05465414175918019,0.15542271562766866
226908,VERIBEST ISD,2019,Traditional ISD/CSD,1537336,1587339,179163,171387,12544,48779,0,3536548,3536548,262.07599999999996,1,2,110,6,165,1,0,285,285,110,38.6,19,6.7,28,9.8,0,1,0.0035087719298245615,0.007017543859649123,0.38596491228070173,0.5789473684210527,0.42105263157894735,0.38596491228070173,0.06666666666666667,0.09824561403508772
227803,WAYSIDE SCHOOLS,2019,Open Enrollment Charter,0,18572476,947500,0,0,0,0,19519976,19519976,1817.575,19,122,1566,61,325,2,0,2095,2093,1155,55.2,766,36.6,154,7.4,1,0,0.009069212410501194,0.058233890214797135,0.7474940334128878,0.15513126491646778,0.8448687350835322,0.5518394648829431,0.3659818442427138,0.07357859531772576
227804,NYOS CHARTER SCHOOL,2019,Open Enrollment Charter,0,8824687,358762,0,0,0,0,9183449,9183449,938.9119999999999,94,120,341,50,409,3,0,1017,1017,324,31.9,220,21.6,87,8.6,1,0,0.09242871189773845,0.11799410029498525,0.3352999016715831,0.40216322517207476,0.5978367748279253,0.3185840707964602,0.21632251720747295,0.0855457227138643
227805,TEXAS EMPOWERMENT ACADEMY,2019,Open Enrollment Charter,0,3072208,147368,0,0,0,0,3219576,3219576,310.066,0,296,31,7,0,0,0,334,334,286,85.6,1,0.3,31,9.3,1,0,0,0.8862275449101796,0.09281437125748503,0,1,0.8562874251497006,0.0029940119760479044,0.09281437125748503
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,2019,Open Enrollment Charter,0,9907845,8175,0,0,0,0,9916020,9916020,582.7130000000001,2,128,227,20,247,13,1,638,638,401,62.9,43,6.7,206,32.3,1,0,0.003134796238244514,0.2006269592476489,0.3557993730407524,0.3871473354231975,0.6128526645768025,0.6285266457680251,0.06739811912225706,0.322884012539185
227814,CHAPARRAL STAR ACADEMY,2019,Open Enrollment Charter,0,2897596,89585,0,0,0,0,2987181,2987181,353.867,75,36,64,17,190,3,3,388,385,0,0,34,8.8,8,2.1,1,0,0.19329896907216496,0.09278350515463918,0.16494845360824742,0.4896907216494845,0.5103092783505154,0,0.08831168831168831,0.02077922077922078
227816,HARMONY SCIENCE ACADEMY (AUSTIN),2019,Open Enrollment Charter,0,37422431,3292051,0,0,66905,0,40781387,40781387,3761.617,591,489,2258,94,584,4,5,4025,4025,2737,68,1675,41.6,293,7.3,1,0,0.14683229813664597,0.12149068322981367,0.5609937888198758,0.14509316770186334,0.8549068322981367,0.68,0.4161490683229814,0.07279503105590063
